tg4510_tp3_23_20130611_WT,17.0302,15.8692,16.6117,0.664875,1.71112,0.8505,16.3012,46.8517,5.55525,5.31562,8.22825,3.78675,2.53125,85.7857,7.28662,17.5061,97.8075,7.30687,9.24075,0.891,18.8932,0,15.4406,0.685125,1.79212,1.20825,17.2665,47.1015,5.32912,0,8.56237,3.74287,2.49412,86.724,7.36425,19.0519,0,8.21812,9.30825,1.053
tg4510_tp3_24_20130612_TT,14.1851,11.7484,10.422,0.54,1.16775,1.20487,14.8635,44.2057,5.17387,10.3714,7.506,3.02062,2.24775,65.4446,6.32475,15.1976,85.1782,6.57112,8.21137,1.23862,13.851,0,9.86512,0.563625,1.29937,1.04625,16.0009,45.306,4.93425,0,8.37337,3.45937,2.2815,63.2947,5.57887,17.5399,0,6.72975,8.51175,1.20487
tg4510_tp3_25_20130613_TT,15.8456,12.987,10.6751,0.529875,1.44112,1.053,15.9806,48.789,5.29875,5.91975,7.66125,4.2795,2.39287,68.2897,5.72062,16.9121,92.1746,6.77025,8.57925,0.864,16.9965,0,9.80437,0.6075,1.45462,1.13062,16.3282,50.814,5.265,0,8.32275,3.942,2.21737,68.4956,6.89175,16.9526,0,7.53975,9.51412,0.921375
tg4510_tp3_26_20130616_TT,15.9469,12.3052,11.529,0.448875,1.22175,1.04962,15.3056,48.8734,4.73175,11.6876,7.76925,3.99937,2.30175,66.4571,5.967,17.7761,95.1682,6.642,8.91675,1.377,16.3384,0,11.4142,0.62775,1.3095,1.21837,17.0944,53.8616,4.92075,0,8.127,3.68212,2.106,64.1959,6.291,15.9739,0,7.101,9.67612,1.35337
tg4510_tp3_27_20130616_WT,18.0191,16.8784,17.5702,0.732375,1.66387,0.934875,17.7592,51.8535,6.2505,5.99737,8.67037,4.24912,2.08912,92.2286,7.52625,20.7664,104.082,8.31262,9.73687,0.928125,19.4332,0,16.1392,0.766125,1.96425,1.34325,18.4714,53.1292,6.0345,0,8.69062,4.59675,2.43337,91.935,7.89412,21.7114,0,9.477,10.0777,0.995625
tg4510_tp3_3_20130521_UT,12.0724,10.8067,9.64912,0.45225,1.27237,0.89775,15.0525,48.2422,4.536,12.0015,7.614,3.79012,2.43,56.8282,4.98825,16.3789,92.4514,6.37537,8.2755,1.64362,12.1027,0,9.504,0.516375,1.269,1.63012,15.1605,48.465,4.293,0,9.13612,3.20287,2.49412,56.8046,5.778,15.9232,0,6.59475,8.08312,1.71112
tg4510_tp3_4_20130521_WT,17.442,15.9165,16.9155,0.57375,1.47487,0.91125,15.714,46.1936,5.63625,5.47762,8.02237,3.93187,2.592,83.538,7.13137,18.495,88.6849,7.25962,9.58837,0.914625,17.8639,0,15.471,0.6615,1.60987,1.11375,16.1291,46.7775,5.1975,0,8.5725,4.07362,2.8215,84.5201,6.74325,19.8889,0,7.98187,9.32512,0.9045
tg4510_tp3_5_20130521_UT,13.5506,12.2512,10.1081,0.556875,1.3365,1.06312,15.3664,46.0046,4.374,12.6562,7.29337,3.13537,1.77525,60.75,5.60587,17.5905,90.774,6.20662,8.87625,1.4445,13.4392,0,9.78412,0.536625,1.296,1.36687,16.0954,48.5122,4.212,0,7.93125,3.59775,1.73812,61.2191,6.237,16.1764,0,7.02,8.99775,1.40737
tg4510_tp3_6_20130522_WT,18.3667,16.7467,16.902,0.6075,1.7145,0.96525,16.6387,47.8744,6.01087,5.8185,8.37,4.02637,2.34562,89.1709,7.317,20.6854,94.7936,7.57012,9.693,0.945,19.44,0,16.2439,0.7425,1.81237,1.29262,17.7727,50.6857,5.42362,0,9.11925,3.93187,2.45025,89.5185,7.25287,21.654,0,8.47462,9.61875,1.06987
tg4510_tp3_7_20130522_WT,17.6175,16.119,16.4801,0.567,1.69425,1.12387,16.9357,46.8484,5.97712,5.58562,8.21475,4.11075,1.98787,87.2235,8.06625,20.3175,98.6242,7.52962,9.12937,0.891,18.333,0,15.2179,0.631125,1.77525,1.19137,16.9931,47.3614,6.01762,0,9.14287,3.9555,2.1195,87.8445,8.181,21.087,0,8.53537,9.24075,1.04625
tg4510_tp3_8_20130522_WT,18.0967,17.1754,18.603,0.725625,1.66725,0.972,17.2867,52.9909,6.00412,5.92312,8.67375,4.32337,2.81137,93.6124,7.79287,22.0489,88.7996,8.27887,10.2431,0.9855,19.4096,0,17.0404,0.752625,1.99462,1.14075,18.6637,54.4354,5.53162,0,9.51075,4.55287,2.46712,95.8027,8.61637,23.49,0,8.7345,10.1115,0.97875
tg4510_tp3_9_20130523_UT,11.8125,10.8371,9.32512,0.469125,1.17112,0.93825,14.0332,47.2972,4.78575,14.337,7.614,3.4965,2.45025,57.105,5.93325,15.0255,92.1577,5.7375,8.43075,1.3905,13.77,0,9.57487,0.448875,1.2555,1.20487,16.119,50.355,4.11075,0,7.78612,3.65512,2.51775,57.8374,5.84212,15.4609,0,6.9795,8.559,1.52887
